poppler-glib 0.57.0-1
poppler-qt5 0.57.0-1
popt 1.16-9
portaudio 190600_20161030-1
portmidi 217-5
portsmf 228-2
postgis 2.3.3-1
postgresql 9.6.5-1
postgresql-libs 9.6.5-1
postgresql-old-upgrade 9.5.9-1
potrace 1.14-1
powertop 2.9-1
ppp 2.4.7-2
printproto 1.0.5-3
prison 5.38.0-1
procps-ng 3.3.12-1
proj 4.9.3-1
protobuf 3.3.2-1
protobuf-c 1.2.1-6
psmisc 23.1-1
pstoedit 3.70-6
pulseaudio 11.0-1
pulseaudio-alsa 2-3
pulseaudio-bluetooth 11.0-1
pv 1.6.6-1
pwgen 2.07-2
pyalpm 0.8.1-2
pydb 1.26-3
pygobject-devel 3.24.1-1
pygobject2-devel 2.28.6-13
pygtk 2.24.0-7
pypy3 5.8.0-1
pyqt4-common 4.12.1-1
pyqt5-common 5.9-1
python 3.6.2-1
python-apipkg 1.4-3
python-appdirs 1.4.3-1
python-asn1crypto 0.22.0-1
python-astroid 1.5.3-1
python-babel 2.5.0-1
python-beaker 1.8.1-2
python-bleach 2.0.0-2
python-cairo 1.13.3-1
python-cairocffi 0.8.0-2
python-cffi 1.10.0-1
python-chardet 3.0.4-1
python-click 6.7-1
python-coverage 4.4.1-1
python-cryptography 2.0.3-1
python-cvxopt 1.1.9-3
python-cycler 0.10.0-2
python-dateutil 2.6.1-1
python-dbus 1.2.4-2
python-dbus-common 1.2.4-2
python-decorator 4.1.2-1
python-docutils 0.14-1
python-editdistance 0.3.1-1
python-entrypoints 0.2.2-3
python-execnet 1.4.1-4
python-flask 0.12.2-2
python-gmpy2 2.0.8-2
python-gobject 3.24.1-1
python-gobject2 2.28.6-13
python-greenlet 0.4.12-1
python-h5py 2.7.1-1
python-html5lib 0.999999999-2
python-httplib2 0.10.3-1
python-idna 2.6-1
python-imagesize 0.7.1-2
python-ipykernel 4.5.2-3
python-ipywidgets 6.0.0-1
python-isort 4.2.15-1
python-itsdangerous 0.24-3
python-jinja 2.9.6-1
python-jsonschema 2.6.0-1
python-jupyter_client 5.1.0-1
python-jupyter_core 4.3.0-1
python-keyring 10.4.0-1
python-lazy-object-proxy 1.3.1-1
python-mako 1.0.7-1
python-markupsafe 1.0-1
python-matplotlib 2.0.2-1
python-mccabe 0.6.1-1
python-mistune 0.7.4-1
python-mpmath 0.19-3
python-msgpack 0.4.8-2
python-neovim 0.1.13-2
python-networkx 1.11-2
python-numpy 1.13.1-2
python-olefile 0.44-1
python-packaging 16.8-2
python-pandas 0.20.3-1
python-pandocfilters 1.4.2-1
python-pexpect 4.2.1-2
python-pickleshare 0.7.4-3
python-pillow 4.2.1-1
python-pip 9.0.1-2
python-pluggy 0.4.0-2
python-ply 3.10-1
python-prompt_toolkit 1.0.15-1
python-psutil 5.3.0-1
python-ptyprocess 0.5.2-1
python-py 1.4.34-1
python-pycodestyle 2.3.1-1
python-pycparser 2.18-1
python-pycups 1.9.73-3
python-pycurl 7.43.0-3
python-pyelftools 0.24-2
python-pyflakes 1.6.0-1
python-pygal 1:2.4.0-1
python-pyglet 1.2.4-4
python-pygments 2.2.0-1
python-pylint 1.7.2-1
python-pyparsing 2.2.0-1
python-pyqt4 4.12.1-1
python-pyqt5 5.9-1
python-pytest 3.2.2-1
python-pytest-benchmark 3.0.0-2
python-pytest-cov 2.5.1-1
python-pytest-flake8 0.8.1-2
python-pytest-forked 0.2-1
python-pytest-xdist 1.20.0-1
python-pytz 2017.2-1
python-pyzmq 16.0.2-2
python-redis 2.10.6-1
python-requests 2.18.4-1
python-scikit-learn 0.18.2-1
python-scipy 0.19.1-1
python-seaborn 0.8.0-1
python-secretstorage 2.3.1-3
python-setuptools 1:36.3.0-1
python-sip 4.19.3-1
python-six 1.10.0-3
python-snowballstemmer 1.2.1-2
python-sphinx 1.6.3-1
python-sphinx-alabaster-theme 0.7.10-1
python-sphinx_rtd_theme 0.2.4-1
python-sphinxcontrib-websupport 1.0.1-1
python-sqlalchemy 1.1.13-1
python-sympy 1.1.1-1
python-terminado 0.6-2
python-testpath 0.3-3
python-tornado 4.5.2-1
python-traitlets 4.3.2-1
python-unidecode 0.04.21-1
python-urllib3 1.22-1
python-wcwidth 0.1.7-2
python-webencodings 0.5.1-1
python-werkzeug 0.12.2-1
python-whoosh 2.7.4-2
python-wrapt 1.10.11-1
python-xcffib 0.5.1-1
python-xdg 0.25-4
python2 2.7.13-4
python2-appdirs 1.4.3-1
python2-backports 1.0-1
python2-backports-abc 0.5-1
python2-backports.functools_lru_cache 1.4-2
python2-backports.shutil_get_terminal_size 1.0.0-1
python2-beaker 1.8.1-2
python2-cairo 1.13.3-1
python2-click 6.7-1
python2-configparser 3.5.0-1
python2-coverage 4.4.1-1
python2-cvxopt 1.1.9-3
python2-cycler 0.10.0-2
python2-dateutil 2.6.1-1
python2-decorator 4.1.2-1
python2-docutils 0.14-1
python2-enum34 1.1.6-1
python2-flake8 1:3.4.1-1
python2-futures 3.1.1-1
python2-gobject 3.24.1-1
python2-gobject2 2.28.6-13
python2-greenlet 0.4.12-1
python2-ipykernel 4.5.2-3
python2-jinja 2.9.6-1
python2-jupyter_client 5.1.0-1
python2-jupyter_core 4.3.0-1
python2-mako 1.0.7-1
python2-markupsafe 1.0-1
python2-matplotlib 2.0.2-1
python2-mccabe 0.6.1-1
python2-msgpack 0.4.8-2
python2-neovim 0.1.13-2
python2-networkx 1.11-2
python2-numpy 1.13.1-2
python2-olefile 0.44-1
python2-packaging 16.8-2
python2-pandas 0.20.3-1
python2-pathlib 1.0.1-3
python2-pexpect 4.2.1-2
python2-pickleshare 0.7.4-3
python2-pillow 4.2.1-1
python2-pip 9.0.1-2
python2-pluggy 0.4.0-2
python2-pmw 2.0.1-3
python2-prompt_toolkit 1.0.15-1
python2-ptyprocess 0.5.2-1
python2-py 1.4.34-1
python2-pycodestyle 2.3.1-1
python2-pydot 1.2.3-1
python2-pyflakes 1.6.0-1
python2-pygame 1.9.3-1
python2-pygments 2.2.0-1
python2-pyparsing 2.2.0-1
python2-pyqt5 5.9-1
python2-pytest 3.2.2-1
python2-pytest-benchmark 3.0.0-2
python2-pytest-cov 2.5.1-1
python2-pytz 2017.2-1
python2-pyzmq 16.0.2-2
python2-scikit-learn 0.18.2-1
python2-scipy 0.19.1-1
python2-setuptools 1:36.3.0-1
python2-singledispatch 3.4.0.3-2
python2-sip 4.19.3-1
python2-six 1.10.0-3
python2-statistics 1.0.3.5-1
python2-tornado 4.5.2-1
python2-traitlets 4.3.2-1
python2-trollius 2.1-2
python2-unidecode 0.04.21-1
python2-wcwidth 0.1.7-2
python2-xdg 0.25-4
python2-xlib 0.20-1
qbs 1.9.0-1
qca-qt4 2.1.3-4
qhull 2015.2-2
qjson 0.9.0-1
qpdf 6.0.0-2
qrencode 3.4.4-1
qscintilla-qt4 2.10.1-1
qscintilla-qt5 2.10.1-1
qt4 4.8.7-22
qt5-base 5.9.1-3
qt5-declarative 5.9.1-5
qt5-graphicaleffects 5.9.1-1
qt5-location 5.9.1-2
qt5-multimedia 5.9.1-2
qt5-quickcontrols 5.9.1-2
qt5-quickcontrols2 5.9.1-3
qt5-script 5.9.1-2
qt5-sensors 5.9.1-2
qt5-serialport 5.9.1-2
qt5-speech 5.9.1-2
qt5-svg 5.9.1-2
qt5-tools 5.9.1-4
qt5-translations 5.9.1-1
qt5-webchannel 5.9.1-2
qt5-webengine 5.9.1-3
qt5-webkit 5.212.0alpha2-4
qt5-x11extras 5.9.1-2
qt5-xmlpatterns 5.9.1-2
qtcreator 4.4.0-1
randrproto 1.5.0-1
raptor 2.0.15-6
rasqal 1:0.9.33-1
re2 20170801-1
readline 7.0.003-1
recode 3.6-10
recordproto 1.14.2-2
redis 4.0.1-1
redland 1:1.0.17-4
redshift 1.11-4
reiserfsprogs 3.6.25-1
renameutils 0.12.0-4
renderproto 0.11.1-3
rest 0.8.1-1
rhash 1.3.5-2
rsync 3.1.2-2
rtkit 0.11+6+g417bb7d-1
rtmpdump 1:2.4.r96.fa8646d-3
rubber 1.4-1
ruby 2.4.1-3
run-parts 4.8.1-1
runc 0.1.1-3
rust 1:1.20.0-1
rust-racer 2.0.10-1
s-nail 14.9.3-1
sane 1.0.27-1
sbc 1.3-1
sbsms 2.0.2-2
sbxkb 0.7.6-2
scala 2.12.3-1
schroedinger 1.0.11-3
scons 2.5.1-1
screenfetch 3.8.0-2
scrnsaverproto 1.2.2-2
sdl 1.2.15-9
sdl2 2.0.5-4
sdl_image 1.2.12-4
sdl_mixer 1.2.12-5
sdl_net 1.2.8-3
sdl_sound 1.0.3-6
sdl_ttf 2.0.11-4
seahorse 3.20.0+105+gb31e32fe-1
sed 4.4-1
semver 5.4.1-1
serd 0.22.0-1
serf 1.3.9-2
shadow 4.5-2
shapelib 1.4.0-1
shared-color-targets 0.1.7-1
shared-mime-info 1.8-1
sip 4.19.3-1
slang 2.3.1a-1
smbclient 4.6.7-1
smpeg 0.4.5-3
snappy 1.1.4-1
solid 5.38.0-1
sonnet 5.38.0-1
sord 0.14.0-1
sound-theme-freedesktop 0.8-2
soundtouch 2.0.0-1
sox 14.4.2-2
spandsp 0.0.6-1
sparsehash 2.0.3-1
speech-dispatcher 0.8.7-3
speex 1.2.0-1
speexdsp 1.2rc3-2
sqlite 3.20.1-1
sratom 0.4.6-1
sshfs 3.2.0-1
startup-notification 0.12-5
strace 4.18-1
subversion 1.9.7-3
sudo 1.8.21.p2-1
suitesparse 4.5.4-1
swig 3.0.12-1
syntax-highlighting 5.38.0-1
sysfsutils 2.1.0-9
syslinux 6.03-7
system-config-printer 1.5.9-3
systemd 234.11-8
systemd-sysvcompat 234.11-8
t1lib 5.1.2-6
taglib 1.11.1-1
talloc 2.1.10-1
tar 1.29-2
tcl 8.6.7-1
tdb 1.3.12-1
telepathy-glib 0.24.1-1
tevent 1:0.9.31-1
tex-gyre-fonts 2.005-3
texinfo 6.4-1
texlive-bibtexextra 2017.44915-1
texlive-bin 2017.44590-2
texlive-core 2017.44918-1
texlive-fontsextra 2017.44818-1
texlive-formatsextra 2017.44177-2
texlive-latexextra 2017.44907-1
texlive-pictures 2017.44899-1
texlive-pstricks 2017.44742-1
texlive-science 2017.44906-1
texmaker 5.0.2-1
thin-provisioning-tools 0.7.1-1
thrift 0.10.0-2
thunderbird 52.3.0-1
tig 2.2.2-1
tk 8.6.7-1
tmux 2.5-3
totem 3.24.0-1
totem-plparser 3.10.7+40+g3859685-1
traceroute 2.1.0-1
transmission-cli 2.92-7
transmission-gtk 2.92-7
trayer 1.0-8
tree 1.7.0-2
tslib 1.12-1
ttf-bitstream-vera 1.10-11
ttf-dejavu 2.37-1
ttf-inconsolata 20151221.480630d-2
ttf-liberation 2.00.1-7
tzdata 2017b-1
udisks2 2.7.2-1
unetbootin 655-1
unibilium 1.2.1-1
unison 2.48.4-2
unrar 1:5.5.8-1
unzip 6.0-12
upower 0.99.4+12+g402640b-1
usbmuxd 1.1.0-2
usbutils 008-1
util-linux 2.30.1-2
v4l-utils 1.12.5-1
valgrind 3.13.0-3
vamp-plugin-sdk 2.6-1
vi 1:070224-2
vid.stab 1.1-1
videoproto 2.3.3-1
vim-runtime 8.0.1092-1
vim-spell-de 20150901-1
virtualbox 5.1.26-1
virtualbox-guest-iso 5.1.26-1
virtualbox-host-dkms 5.1.26-1
vlc 2.2.6-3
volume_key 0.3.9-3
vpnc 0.5.3.svn550-2
vte 0.28.2-8
vte-common 0.48.3-1
vte3 0.48.3-1
vulkan-icd-loader 1.0.57.0-1
wavpack 5.1.0-1
wayland 1.14.0-1
wayland-protocols 1.10-1
webkit2gtk 2.16.6-1
webrtc-audio-processing 0.3-2
wget 1.19.1-2
which 2.21-2
whois 5.2.18-1
wildmidi 0.4.1-1
wireless_tools 30.pre9-1
wmii 3.9.2-4
words 2.1-5
workrave 1.10.16-1
wpa_supplicant 1:2.6-8
wxgtk-common 3.0.3.1-9
wxgtk2 3.0.3.1-9
wxgtk3 3.0.3.1-9
wxpython 3.0.2.0-3
x265 2.5-1
xcb-proto 1.12-3
xcb-util 0.4.0-1
xcb-util-cursor 0.1.3-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xcb-util-xrm 1.2-2
xclip 0.13-1
xcursor-vanilla-dmz 0.4.4-1
xdg-utils 1.1.2-1
xdotool 3.20160805.1-1
xextproto 7.3.0-1
xf86-input-evdev 2.10.5-1
xf86-input-libinput 0.25.1-1
xf86-input-synaptics 1.9.0-1
xf86-video-intel 1:2.99.917+781+gc8990575-1
xf86dgaproto 2.1-3
xf86vidmodeproto 2.3.1-3
xfce4-terminal 0.8.6-1
xfconf 4.12.1-4
xfsprogs 4.12.0-1
xine-lib 1.2.8-3
xineramaproto 1.2.1-3
xkeyboard-config 2.21-2
xmlto 0.0.28-2
xorg-appres 1.0.4-1
xorg-bdftopcf 1.0.5-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-5
xorg-fonts-type1 7.7-2
xorg-mkfontdir 1.0.7-8
xorg-mkfontscale 1.1.2-1
xorg-server 1.19.3-3
xorg-server-common 1.19.3-3
xorg-setxkbmap 1.3.1-1
xorg-xauth 1.0.10-1
xorg-xbacklight 1.2.1-1
xorg-xdpyinfo 1.3.2-1
xorg-xdriinfo 1.0.5-2
xorg-xev 1.2.2-1
xorg-xinit 1.3.4-4
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.4.0-1
xorg-xlsatoms 1.1.2-1
xorg-xlsclients 1.1.3-1
xorg-xmodmap 1.0.9-1
xorg-xprop 1.2.2-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.0-2
xorg-xset 1.2.3-1
xorg-xsetroot 1.1.1-2
xorg-xvinfo 1.1.3-1
xorg-xwininfo 1.1.3-1
xproto 7.0.31-1
xsane 0.999-1
xscreensaver 5.37-1
xsel 1.2.0.20160929-1
xvidcore 1.3.4-1
xz 5.2.3-1
yajl 2.1.0-1
youtube-dl 2017.09.11-1
zenity 3.24.0-1
zeromq 4.2.2-1
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.3.0-5
zlib 1:1.2.11-2
zsh 5.4.2-1
zvbi 0.2.35-1
zziplib 0.13.67-1
